Class ID,class,order,family,genus,species,image count,Geographical Spread,Role in Ecosystem,Size Distribution
1463,Insecta,Coleoptera,Lycidae,Calopteron,terminale,1138,"United States, Canada, Mexico, Costa Rica, Panama",Decomposer,8-10 mm
1464,Insecta,Coleoptera,Lycidae,Calopteron,reticulatum,1095,"Eastern North America, Southeastern Canada, Northeastern United States, Great Lakes region, Gulf of Mexico region",Predator,8–10 mm
1465,Insecta,Hemiptera,Lygaeidae,Kleidocerys,resedae,2744,"United Kingdom, Germany, Poland, Russia, Sweden",Indicator species,3.5-5 mm
1466,Insecta,Hemiptera,Lygaeidae,Lygaeus,kalmii,6762,"North America, United States, Canada, Mexico, Central America, Northern South America",Predator,Approximately 10-12 millimeters
1467,Insecta,Hemiptera,Lygaeidae,Lygaeus,equestris,1638,"Europe, Western Asia, North Africa, Britain, Spain",Predator,9-11 millimeters
1468,Insecta,Hemiptera,Lygaeidae,Lygaeus,turcicus,3365,"Turkey, Greece, Israel, Egypt, Cyprus",Predator,Approximately 10-12 millimeters
1469,Insecta,Hemiptera,Lygaeidae,Melacoryphus,lateralis,594,"United States, Canada, Mexico, Central America, South America",Indicator species,6 to 8
1470,Insecta,Hemiptera,Lygaeidae,Neacoryphus,bicrucis,1028,"United States, Mexico, Canada, Costa Rica, El Salvador",Pest,Approximately 6-8 mm
1471,Insecta,Hemiptera,Lygaeidae,Oncopeltus,fasciatus,21789,"North America, Central America, South America, Caribbean, Africa",Seed predator,10-18 millimeters
1472,Insecta,Hemiptera,Lygaeidae,Spilostethus,pandurus,2131,"Southern Europe, Northern Africa, Middle East, South Asia, Canary Islands",,10-14 mm
1473,Insecta,Hemiptera,Lygaeidae,Spilostethus,saxatilis,873,"Greece, Turkey, Israel, Northern Africa, Southern Europe",Predator,Approximately 12-15 millimeters
1474,Insecta,Odonata,Macromiidae,Didymops,transversa,1374,"United States, Canada, Northeastern Mexico, Michigan, Virginia",Predator,Approximately 65-75 millimeters
1475,Insecta,Odonata,Macromiidae,Macromia,taeniolata,626,"United States, Canada, Mexico, Costa Rica, Panama",Predator,63 to 76 mm
1476,Insecta,Odonata,Macromiidae,Macromia,illinoiensis,1391,"United States, Canada, Mexico, Jamaica, Cuba",Predator,74-92 millimeters
1477,Insecta,Mantodea,Mantidae,Archimantis,latistyla,1248,"Australia, Tasmania, New South Wales, Queensland, Victoria",Predator,90-110 millimeters
1478,Insecta,Mantodea,Mantidae,Hierodula,patellifera,1708,"India, Nepal, Java, Borneo, Malaysia, Sumatra, Thailand",Predator,70-100 millimeters
1479,Insecta,Mantodea,Mantidae,Mantis,religiosa,14804,"Southern Europe, Asia, North Africa, North America",Predator,50-75 millimeters
1480,Insecta,Mantodea,Mantidae,Orthodera,novaezealandiae,1402,"New Zealand, Northern Island, Southern Island, Stewart Island, Chatham Island",Predator,Approximately 40 to 50 millimeters
1481,Insecta,Mantodea,Mantidae,Orthodera,ministralis,1592,"Australia, New Zealand, Southeast Asia",Predator,40-50 millimeters
1482,Insecta,Mantodea,Mantidae,Pseudomantis,albofimbriata,1401,"Australia, New South Wales, Victoria, South Australia, Queensland, Tasmania",Predator,40-50 mm
1483,Insecta,Mantodea,Mantidae,Stagmomantis,limbata,2928,"United States, Mexico, Central America",Predator,50-70 mm
1484,Insecta,Mantodea,Mantidae,Stagmomantis,carolina,8687,"United States, Mexico, Central America",Predator,50-70 mm
1485,Insecta,Mantodea,Mantidae,Tenodera,sinensis,9232,"China, Japan, Korea, United States, Canada",Predator,70 to 110 millimeters
1486,Insecta,Neuroptera,Mantispidae,Climaciella,brunnea,1196,"United States, Mexico, Southern Canada, Central America, and Colombia",Parasitoid,Approximately 25 to 30 millimeters
1487,Insecta,Neuroptera,Mantispidae,Dicromantispa,interrupta,1068,"United States, Mexico, Canada, Costa Rica, Panama",Predator,Approximately 20-30 mm
1488,Insecta,Neuroptera,Mantispidae,Dicromantispa,sayi,1224,"United States, Mexico, Southern Canada, Northeastern Asia, Europe",Predator,Approximately 25 to 30 millimeters
1489,Insecta,Neuroptera,Mantispidae,Zeugomantispa,minuta,743,"United States, Mexico, Central America, South America, Caribbean",Predator,Approximately 25 millimeters
1490,Insecta,Hymenoptera,Megachilidae,Anthidium,manicatum,6232,"Europe, North Africa, North America, New Zealand, Asia",Pollinator,11-17 millimeters
1491,Insecta,Hymenoptera,Megachilidae,Anthidium,oblongatum,1616,"Italy, France, Switzerland, Austria, and North America",Pollinator,Approximately 11-13 mm
1492,Insecta,Hymenoptera,Megachilidae,Megachile,sculpturalis,1975,"Japan, China, Korea, United States, Canada",Pollinator,23 to 27 millimeters
1493,Insecta,Hymenoptera,Megachilidae,Megachile,xylocopoides,2340,"North America, Central America, South America, Mexico, Argentina",Pollinator,Approximately 12-15 mm
1494,Insecta,Hymenoptera,Megachilidae,Osmia,bicornis,2540,"Europe, Northern Africa, Turkey, Northern Asia",Pollinator,10-12 mm
1495,Insecta,Hymenoptera,Megachilidae,Osmia,cornuta,1836,"Europe, particularly France, Italy, Spain, Belgium, and Switzerland",Pollinator,Approximately 10-12 millimeters
1496,Insecta,Lepidoptera,Megalopygidae,Megalopyge,crispata,658,"USA, Mexico, Florida, Texas, Missouri",Pollinator,Approximately 30-40 millimeters
1497,Insecta,Lepidoptera,Megalopygidae,Megalopyge,opercularis,3125,"United States, Mexico, Central America, South America",Pest,Approximately 30-35 millimeters
1498,Insecta,Lepidoptera,Megalopygidae,Norape,ovina,479,"United States, Mexico, Brazil, Costa Rica, Argentina",Pest,Approximately 25-30 millimeters
1499,Insecta,Coleoptera,Meloidae,Cysteodemus,armatus,638,"California, Nevada, Arizona, Utah, New Mexico",Pollinator,Approximately 10-15 millimeters
1500,Insecta,Coleoptera,Meloidae,Epicauta,pennsylvanica,240,"United States, Canada, North America, Mexico, Pennsylvania",Pest,12-20 mm
1501,Insecta,Coleoptera,Meloidae,Lytta,magister,724,"Southwestern United States, Sonoran Desert, Mojave Desert, Northern Mexico, California, Arizona",Pollinator,20-35 mm
1502,Insecta,Coleoptera,Meloidae,Meloe,violaceus,857,"United Kingdom, Central Europe, Northern Europe, Western Asia, North Africa",Parasitoid,20-30 millimeters
1503,Insecta,Coleoptera,Meloidae,Meloe,proscarabaeus,1106,"United Kingdom, Germany, France, Poland, Italy","Pollinator, also plays a role in controlling bee populations",20-35mm
1504,Insecta,Coleoptera,Melyridae,Malachius,bipustulatus,1537,"Europe, North Africa, Asia Minor, Caucasus","Predator, Pollinator",7-8 mm
1505,Insecta,Hemiptera,Membracidae,Entylia,carinata,1868,"United States, Mexico, Costa Rica, Panama, Colombia",Herbivore,7-8 mm
1506,Insecta,Hemiptera,Membracidae,Membracis,mexicana,881,"Mexico, Costa Rica, Panama, Colombia, Venezuela",Herbivore,Approximately 8-10 mm
1507,Insecta,Diptera,Micropezidae,Rainieria,antennaepes,1420,"United States, Canada, Mexico, Central America, South America",Predator,Unspecified
1508,Insecta,Mantodea,Miomantidae,Miomantis,caffra,1677,"South Africa, New Zealand, Europe, Northern America, Oceania",Predator,50-70 millimeters
1509,Insecta,Hemiptera,Miridae,Adelphocoris,lineolatus,1785,"China, Korea, Mongolia, Russia, Europe",Pest,6-6.5 mm
1510,Insecta,Hemiptera,Miridae,Closterotomus,norwegicus,936,"Europe, North Africa, Asia, North America",Pest,5-7 millimeters
1511,Insecta,Hemiptera,Miridae,Deraeocoris,ruber,2260,"Europe, Asia, North Africa, North America",Predator,6-7 mm
1512,Insecta,Hemiptera,Miridae,Leptopterna,dolabrata,1437,"United Kingdom, Ireland, France, Netherlands, Germany",pest,6 to 7 mm
1513,Insecta,Hemiptera,Miridae,Lygus,lineolaris,2112,"United States, Canada, Mexico, Central America, Colombia",Pest,4-6 mm
1514,Insecta,Hemiptera,Miridae,Poecilocapsus,lineatus,2515,"United States, Canada",Pest,7-8 mm
1515,Insecta,Hemiptera,Miridae,Stenotus,binotatus,1278,"Europe, North America, parts of Asia, Northern Africa, New Zealand",Predator,Approximately 5-6 millimeters
1516,Insecta,Diptera,Muscidae,Mesembrina,meridiana,1246,"Europe, North Asia, Northern Africa, North America, Northern parts of South America",Decomposer,10-12 millimeters
1517,Insecta,Diptera,Muscidae,Musca,domestica,1473,"Worldwide, especially in regions with human populations",Pest,6-7 mm
1518,Insecta,Diptera,Muscidae,Stomoxys,calcitrans,1112,"North America, Europe, Asia, Africa, Australia",Pest,5-7 millimeters
1519,Insecta,Hymenoptera,Mutillidae,Dasymutilla,occidentalis,3852,"Eastern United States, Northern Mexico, Connecticut, Missouri, Texas, Florida",Parasitoid,Approximately 20 millimeters
1520,Insecta,Hymenoptera,Mutillidae,Dasymutilla,aureola,1834,"Southwestern United States, Mexico, Central America","Predator, Pollinator",Approximately 8-20 mm
1521,Insecta,Diptera,Mydidae,Mydas,clavatus,1344,"United States, Mexico, Canada, Guatemala, Honduras",Predator,20-25 millimeters
1522,Insecta,Neuroptera,Myrmeleontidae,Libelloides,coccajus,676,"Southern and central Europe, North Africa, Anatolia, Caucasus",Predator,"Body: 25-30 mm, Wingspan: 40-50 mm"
1523,Insecta,Hemiptera,Nepidae,Nepa,cinerea,876,"Europe, North Africa, Western Asia, North America",Predator,Approximately 35-40 millimeters
1524,Insecta,Lepidoptera,Noctuidae,Achatia,distincta,480,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
1525,Insecta,Lepidoptera,Noctuidae,Acontia,lucida,660,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
1526,Insecta,Lepidoptera,Noctuidae,Acontia,trabealis,1362,"Europe, Africa, Asia, Australia, South America",Pest,20-25 mm wingspan
1527,Insecta,Lepidoptera,Noctuidae,Acronicta,impleta,607,"Eastern North America, Midwest of the United States, Southern Canada, Ontario, Quebec",Indicator species,Approximately 30-40 mm in wingspan
1528,Insecta,Lepidoptera,Noctuidae,Acronicta,insita,1493,"Eastern North America, including the United States and Canada",Predator,Approximately 40-50 mm in wingspan
1529,Insecta,Lepidoptera,Noctuidae,Acronicta,fallax,461,"Central Europe, Eastern Europe, Northern Europe, Russia, Asia Minor",,Approximately 30-40 mm
1530,Insecta,Lepidoptera,Noctuidae,Acronicta,rubricoma,586,"United States, Canada, North America, Northern Mexico, Eastern Seaboard",Pollinator,Approximately 35-40 millimeters in wingspan
1531,Insecta,Lepidoptera,Noctuidae,Acronicta,insularis,1336,"Eastern United States, Southeastern Canada, Nova Scotia, Ontario, Florida",Pest,Approximately 35-40 mm
1532,Insecta,Lepidoptera,Noctuidae,Acronicta,vinnula,252,"Northeastern United States, Southeastern Canada, Great Lakes region, Appalachian Mountains",Pollinator,Not specified
1533,Insecta,Lepidoptera,Noctuidae,Acronicta,superans,416,Enter comma-separated list of top 5 places where this insect is found,,Enter size in millimeters when the insect is an adult
1534,Insecta,Lepidoptera,Noctuidae,Acronicta,rumicis,3529,"United Kingdom, France, Germany, Poland, Russia",,Approximately 30-40 millimeters in wingspan
1535,Insecta,Lepidoptera,Noctuidae,Acronicta,americana,6095,"United States, Canada, Northern Mexico, Great Lakes region, Northeastern US",Primarily considered a pest due to its larval stage feeding on the foliage of various trees.,Approximately 50-60 millimeters in wingspan when the insect is adult
1536,Insecta,Lepidoptera,Noctuidae,Acronicta,oblinita,1540,"United States, Canada, Mexico, North America, Eastern Seaboard",Predator,Approximately 30-40 millimeters in wingspan
1537,Insecta,Lepidoptera,Noctuidae,Acronicta,aceris,1028,"United Kingdom, France, Denmark, Norway, Sweden",Pest,30-40 mm
1538,Insecta,Lepidoptera,Noctuidae,Acronicta,innotata,568,"United Kingdom, Germany, France, Poland, Russia",Indicator species,Wingspan ranges from 30 to 40 millimeters
1539,Insecta,Lepidoptera,Noctuidae,Agnorisma,badinodis,787,"Canada, United States",,Wing span approximately 35-40 mm
1540,Insecta,Lepidoptera,Noctuidae,Agrotis,ipsilon,4437,"North America, South America, Europe, Asia, Africa",pest,40-50 millimeters
1541,Insecta,Lepidoptera,Noctuidae,Agrotis,munda,1299,"Australia, New Zealand, Papua New Guinea, Solomon Islands, Vanuatu",Pest,Approximately 35-50 mm in wingspan
1542,Insecta,Lepidoptera,Noctuidae,Agrotis,exclamationis,2795,"United Kingdom, Ireland, France, Germany, Russia",Pest,Approximately 30-40 millimeters
1543,Insecta,Lepidoptera,Noctuidae,Agrotis,puta,1195,"United Kingdom, France, Spain, Portugal, Italy",Pest,30-35 millimeters
1544,Insecta,Lepidoptera,Noctuidae,Agrotis,porphyricollis,1133,"Australia, Tasmania, New Zealand, Southern Asia, Pacific Islands",Pest,Approximately 40-50 millimeters
1545,Insecta,Lepidoptera,Noctuidae,Agrotis,infusa,571,"Australia, including Australian Capital Territory, New South Wales, Queensland, Victoria, Tasmania",Pest,Approximately 45-55 millimeters in wingspan
1546,Insecta,Lepidoptera,Noctuidae,Agrotis,segetum,1001,"Europe, North Africa, Asian temperate region, New Zealand",Pest,30-40 mm
1547,Insecta,Lepidoptera,Noctuidae,Agrotis,venerabilis,714,"United States, Canada, Mexico, Russia, China",Pest,Approximately 35-45 millimeters in wingspan
1548,Insecta,Lepidoptera,Noctuidae,Allagrapha,aerea,688,"Canada, Northeastern United States, Southeastern United States, Great Lakes region, Appalachian region",Indicator species,Approximately 30-35 millimeters in wingspan
1549,Insecta,Lepidoptera,Noctuidae,Alypia,octomaculata,3488,"Eastern United States, Canada, Mexico, Central America",Pollinator,Approximately 30-35 millimeters
1550,Insecta,Lepidoptera,Noctuidae,Amphipyra,pyramidoides,4188,"North America, Europe, Asia, United Kingdom, Russia",Pollinator,50-60 millimeters
1551,Insecta,Lepidoptera,Noctuidae,Amyna,stricta,568,"United States, Brazil, Costa Rica, Argentina, Mexico",Pest,Wingspan ranges from 25 to 35 millimeters
1552,Insecta,Lepidoptera,Noctuidae,Anagrapha,falcifera,1192,"United States, Canada, Mexico, Costa Rica, Panama",Pest,25-35 mm
1553,Insecta,Lepidoptera,Noctuidae,Anaplectoides,prasina,858,"United Kingdom, Ireland, France, Germany, Denmark",Pollinator,30-35 mm
1554,Insecta,Lepidoptera,Noctuidae,Anarta,trifolii,989,"North America, Europe, Northern Asia, New Zealand, Australia",Pest,20-25 millimeters
1555,Insecta,Lepidoptera,Noctuidae,Anicla,infecta,3220,"United States, Canada, Mexico, Central America, South America",Pest,Approximately 40-50 millimeters in wingspan
1556,Insecta,Lepidoptera,Noctuidae,Apamea,sordens,459,"United Kingdom, Ireland, Germany, France, Russia",,Approximately 30-35 millimeters wing span when the insect is adult
1557,Insecta,Lepidoptera,Noctuidae,Apamea,amputatrix,776,"North America, particularly the United States and Canada",Pest,Approximately 45-55 millimeters in wingspan when the insect is adult
1558,Insecta,Lepidoptera,Noctuidae,Apamea,monoglypha,1904,"United Kingdom, Ireland, France, Germany, Russia",,Approximately 40-48 millimeters in wingspan when the insect is adult
1559,Insecta,Lepidoptera,Noctuidae,Athetis,tarda,515,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
1560,Insecta,Lepidoptera,Noctuidae,Autographa,gamma,7817,"Europe, North Africa, Asia, North America",Pest,40-45 mm wingspan when the insect is adult
1561,Insecta,Lepidoptera,Noctuidae,Autographa,precationis,1790,"North America, particularly United States and Canada",Pest,Wingspan ranges from 35 to 40 millimeters
1562,Insecta,Lepidoptera,Noctuidae,Autographa,californica,1193,"United States, Canada, Mexico, Puerto Rico, Costa Rica",Pest,25-35 mm
1563,Insecta,Lepidoptera,Noctuidae,Axylia,putris,916,"United Kingdom, Ireland, Denmark, Sweden, France",Indicator species,29-35 millimeters
1564,Insecta,Lepidoptera,Noctuidae,Balsa,tristrigella,585,Enter a comma-separated list of the top 5 places where this insect is found,Pest,Enter size in millimeters when the insect is an adult
1565,Insecta,Lepidoptera,Noctuidae,Callopistria,mollissima,724,"Eastern North America, Southeast Asia, Australia, Pacific Islands, New Zealand",Pest,Wingspan approximately 35-40 mm
1566,Insecta,Lepidoptera,Noctuidae,Callopistria,floridensis,623,"United States, Mexico, Central America, West Indies, South America",Pest,The wingspan of the adult moth is approximately 30-35 millimeters
1567,Insecta,Lepidoptera,Noctuidae,Callopistria,cordata,670,"United States, Canada, Mexico, Guatemala, Costa Rica",Pest,Wingspan approx. 35-45 mm
1568,Insecta,Lepidoptera,Noctuidae,Calophasia,lunula,826,"Europe, North America, New Zealand, Australia, Central Asia",Pest,Approximately 20-25 millimeters
1569,Insecta,Lepidoptera,Noctuidae,Cerma,cerintha,1044,"United States, particularly in the Northeast and Midwest, Canada, particularly in Ontario, Northeastern Mexico, Eastern side of the Rocky Mountains, Various parts of the Great Plains",Indicator species,Wing span approximately 35-50 mm
1570,Insecta,Lepidoptera,Noctuidae,Charadra,deridens,791,"Eastern United States, Canada, Ontario, Quebec, Nova Scotia",Most likely categorized as decomposer or pest depending on larval host plant.,Approximately 35-45 millimeters in wingspan
1571,Insecta,Lepidoptera,Noctuidae,Charadra,dispulsa,326,Information currently unavailable,Information currently unavailable,Information currently unavailable
1572,Insecta,Lepidoptera,Noctuidae,Choephora,fungorum,1341,"United States, Canada, Mexico, Guatemala, Belize",,Approximately 20 to 25 millimeters
1573,Insecta,Lepidoptera,Noctuidae,Chrysodeixis,includens,1905,"United States, Mexico, Central America, South America, Caribbean",Pest,Approximately 25-30 mm in wingspan
1574,Insecta,Lepidoptera,Noctuidae,Chrysodeixis,eriosoma,608,"New Zealand, Australia, Southeast Asia, Japan, Pacific Islands",Pest,Approximately 40-45 millimeters in wingspan
